recipe_title,category,subcategory,ingredients,directions,num_ingredients,num_steps,normalized_recipe_name
Angel's Cabbage Salad,Coleslaws,Vinegar Coleslaw,"[""\u00bc cup olive oil"", ""\u00bc cup red wine vinegar"", ""\u00bc cup white sugar"", ""1 tablespoon soy sauce""]","[""Whisk oil, vinegar, sugar, and soy sauce together in a small bowl until sugar dissolves."", ""Toss cabbage, green onions, almonds, sunflower seed kernels, and raisins together in a large bowl. Drizzle dressing over salad and toss to coat."", ""Cover bowl with plastic wrap and refrigerate at least 1 hour before serving.""]",4,3,angel s cabbage salad
Angel's Chunky Chicken Salad,Chicken Salads,Bbq & Grilled Chicken Salads,"[""1 cooked, boneless chicken breast half, chopped"", ""2 stalks celery, chopped"", ""3 tablespoons mayonnaise"", ""\u00bd onion, finely diced"", ""2 dill pickles, chopped"", ""\u00bc teaspoon garlic powder"", ""salt and pepper to taste""]","[""Combine the chicken, celery, mayonnaise, onion and pickle; mix well."", ""Season with the garlic powder, salt and pepper. Serve with lettuce on fresh crusty bread or bun.""]",7,2,angel s chunky chicken salad
Angie's Dad's Best Cabbage Coleslaw,July 4Th,4Th Of July Salads,"[""1 medium head cabbage, shredded"", ""1 large red onion, diced"", ""1 cup grated carrots"", ""2 stalks celery, chopped"", ""1 cup white sugar"", ""1 cup white vinegar"", ""\u00be cup vegetable oil"", ""1 tablespoon salt"", ""1 tablespoon dry mustard"", ""black pepper to taste""]","[""In a large bowl, combine cabbage, onion, carrots, and celery. Sprinkle with 1 cup sugar, and mix well. In a small saucepan, combine vinegar, oil, salt, dry mustard, and pepper. Bring to a boil. Pour hot dressing over cabbage mixture, and mix well.""]",10,1,angie s dad s cabbage coleslaw
Ann's Fantastic Fruit Salad,Healthy Recipes,Healthy Kid Recipes,"[""1 Ruby Red grapefruit - peeled, segmented, and chopped"", ""1 large navel orange - peeled, segmented, and chopped"", ""2 Granny Smith apples - peeled, cored, and diced"", ""1 (15 ounce) can pineapple chunks, drained (juice reserved)"", ""1 (10 ounce) jar maraschino cherries, drained and halved"", ""1 cup grapes, halved"", ""2 bananas, sliced"", ""\u00bd cup sweetened flaked coconut"", ""\u00bd cup chopped walnuts"", ""1 teaspoon white sugar, or more to taste""]","[""Mix grapefruit, orange, apples, pineapple, maraschino cherries, and grapes in a large bowl. Mash slightly with the back of a wooden spoon to release juices. Add bananas, coconut, walnuts, and sugar; stir to coat. Cover and refrigerate to blend flavors, at least 1 hour.""]",10,1,ann s fantastic fruit salad
Annie's Turkey Salad,Leftovers,Turkey Leftovers,"[""6 large eggs"", ""6 cups cooked turkey meat"", ""1 (16 ounce) jar sweet pickles, chopped"", ""1 \u00bd (10 ounce) jars mustard-mayonnaise blend"", ""\u00be cup mayonnaise""]","[""Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop."", ""In a large bowl, thoroughly mix eggs, turkey, pickles, mustard-mayonnaise blend, and mayonnaise. Chill in the refrigerator for about 3 hours before serving.""]",5,2,annie s turkey salad
Antipasto Pasta Salad,Pasta Salads,Pasta Salads,"[""1 pound seashell pasta"", ""\u00bd pound Asiago cheese, diced"", ""\u00bc pound Genoa salami, chopped"", ""\u00bc pound pepperoni sausage, chopped"", ""3 medium tomatoes, chopped"", ""1 medium red bell pepper, diced"", ""1 medium green bell pepper, chopped"", ""1 (6 ounce) can black olives, drained and chopped"", ""1 (.7 ounce) package dry Italian-style salad dressing mix""]","[""Gather all ingredients."", ""Make the salad: Bring a large pot of salted water to a boil. Add shell pasta and cook, stirring occasionally, until tender yet firm to the bite, about 9 minutes. Drain, run under cold water to cool pasta, and drain again."", ""Transfer drained pasta to a large bowl. Add Asiago, salami, pepperoni, tomatoes, bell peppers, and olives. Sprinkle dry dressing mix over top and stir until ingredients are thoroughly mixed. Cover and refrigerate for at least 1 hour."", ""Make the dressing: Whisk oil, vinegar, oregano, parsley, Parmesan, salt, and pepper together in a small bowl. Cover and set aside until ready to serve."", ""When ready to serve, pour dressing over chilled salad and mix until well combined.""]",9,5,antipasto pasta salad
Antipasto Salad for Picnics,Pasta Salads,Macaroni Salad,"[""\u00bd cup vegetable oil"", ""3 tablespoons red wine vinegar"", ""1 clove garlic, minced"", ""1 teaspoon dried basil"", ""\u215b teaspoon crushed red pepper flakes"", ""1 teaspoon salt"", ""6 ounces macaroni"", ""\u00bc cup grated Parmesan cheese"", ""2 cups broccoli florets"", ""4 ounces sliced pepperoni sausage"", ""10 cherry tomatoes, halved"", ""\u00bd cup shredded mozzarella cheese""]","[""Cook pasta in a pot of boiling salted water until al dente. Drain."", ""In large bowl, stir together oil, vinegar, garlic, basil, and salt and pepper. Toss with warm macaroni to coat well. Toss with Parmesan. Cover, and refrigerate 2 to 3 hours."", ""Add broccoli, pepperoni, and tomatoes; toss well. Sprinkle with mozzarella cheese, and serve.""]",12,3,antipasto salad for picnics
Anytime Canned Corn Salad,Healthy Recipes,Healthy Salads,"[""3 tablespoons apple cider vinegar"", ""2 tablespoons white sugar"", ""1 tablespoon olive oil"", ""1 tablespoon water"", ""1 pinch salt and ground black pepper"", ""1 (15.25 ounce) can sweet corn, drained"", ""\u00bd cup chopped green bell pepper"", ""\u00bd cup chopped red bell pepper"", ""\u2153 cup chopped sweet onion"", ""1 small tomato, chopped""]","[""Whisk together the apple cider vinegar, sugar, olive oil, water, salt, and pepper in a large bowl. Add the corn, green and red bell peppers, onion, and tomato, and lightly toss. Cover and refrigerate until ready to serve.""]",10,1,anytime canned corn salad
Appalachian Slaw,Low Calorie,Low-Calorie Salads,"[""4 cups chopped cabbage"", ""1 tomato, chopped"", ""\u00bd cucumber, chopped"", ""\u00bd cup chopped onion"", ""1 tablespoon sugar"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""1 tablespoon mayonnaise""]","[""In a large bowl, stir together the cabbage, tomato, cucumber, onion, sugar, salt, pepper and mayonnaise. Add additional mayonnaise to suit your taste.""]",8,1,appalachian slaw
Apple Cider Vinaigrette,Lunch,Salad Recipes,"[""2 tablespoons apple cider vinegar"", ""2 teaspoons Dijon mustard"", ""1 \u00bd teaspoons pure maple syrup"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon freshly ground black pepper"", ""3 tablespoons extra-virgin olive oil""]","[""Whisk apple cider vinegar, Dijon mustard, maple syrup, salt, and pepper together in a small bowl. Add olive oil and whisk until incorporated."", ""Pour vinaigrette into a screw-top jar or bottle; seal. Store in the refrigerator and shake before serving.""]",6,2,apple cider vinaigrette
Apple Coleslaw,Low Calorie,Low-Calorie Salads,"[""4 cups shredded cabbage"", ""1 cup shredded carrot"", ""1 Granny Smith apple - peeled, cored and coarsely shredded"", ""2 tablespoons honey"", ""1 tablespoon brown sugar"", ""2 teaspoons white vinegar"", ""1 tablespoon pineapple juice (Optional)"", ""2 tablespoons mayonnaise"", ""1 dash salt"", ""1 teaspoon ground black pepper""]","[""Place the shredded cabbage and carrot together in a bowl with the sliced apple, and toss to combine. In a separate bowl, stir together the honey, brown sugar, vinegar, pineapple juice, and mayonnaise until the honey and sugar have dissolved completely. Pour over the salad, and toss to coat. Season with salt and pepper, and toss again. Cover and chill until ready to serve.""]",10,1,apple coleslaw
Apple Jicama Coleslaw,Chef John,Chef John'S Salads,"[""\u00bd small head green cabbage, cored and thinly sliced"", ""\u00bd jicama, sliced into matchsticks"", ""1 large sweet apple (such as Fuji), sliced into matchsticks"", ""\u00bd cup mayonnaise"", ""\u00bc cup pineapple juice"", ""1 teaspoon white sugar"", ""\u00bd teaspoon hot sauce, or to taste"", ""salt and freshly ground black pepper to taste"", ""\u00bc bunch chopped fresh cilantro"", ""\u2153 ounce toasted corn bits (such as CornNuts \u00ae), crushed""]","[""Combine cabbage, jicama, and apple in a large bowl; set aside."", ""Whisk together mayonnaise, pineapple juice, sugar, hot sauce, salt, and pepper in a medium bowl until smooth and fluffy, 1 to 2 minutes."", ""Pour mayonnaise mixture over cabbage mixture; toss to combine. Let sit for 5 minutes."", ""Mix in cilantro and toss again. Garnish with corn bits to serve.""]",10,4,apple jicama coleslaw
Apple Pecan Salad,Green Salads,Green Salads,"[""2 tablespoons white wine vinegar"", ""2 teaspoons Dijon mustard"", ""1 shallot"", ""1/2 teaspoon salt,"", ""ground black pepper"", ""1/3 cup olive oil""]","[""Combine vinegar, Dijon, shallots, salt, and pepper in a small bowl. Whisk in olive oil until dressing starts to emulsify."", ""Combine mixed greens, apple, pecans, cranberries, and bacon in a large bowl and toss. Drizzle as much dressing over the salad as you like, and toss again. Sprinkle with feta, and serve.""]",6,2,apple pecan salad
Apple Pecan and Bacon Salad with Maple Vinaigrette,Allrecipes Allstar Recipes,Allrecipes Allstars Salad,"[""1/4 cup apple cider vinegar"", ""3 tablespoons maple syrup"", ""2 tablespoons olive oil"", ""salt and freshly ground black pepper to taste"", ""1 pinch apple pie spice""]","[""For vinaigrette, add vinegar, maple syrup, olive oil, salt, pepper, and apple pie seasoning to a glass jar with a tight-fitting lid; cover and shake to combine."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels."", ""Combine mixed greens with red delicious apple, Granny Smith apple, and onion in a large bowl. Top with pecans and havarti cheese. Drizzle with vinaigrette and serve immediately.""]",5,3,apple pecan and bacon salad with maple vinaigrette
Apple Snicker Salad,Fruit Salads,Fruit Salads,"[""1 (3.4 ounce) package instant butterscotch pudding mix"", ""1 cup milk"", ""1 (6 ounce) package whipped cream topping (such as Cool Whip\u00ae)"", ""6 chocolate-coated caramel-peanut nougat candy bars (such as Snickers\u00ae), cut into bite-size pieces"", ""3 Granny Smith apples - peeled, cored, and cut into bite-size pieces""]","[""Gather the ingredients."", ""Whisk butterscotch pudding mix into milk in a bowl until dissolved."", ""Stir whipped cream topping into pudding mixture."", ""Fold the candy bar pieces into the pudding mixture."", ""Fold the apples into the pudding mixture."", ""Serve and enjoy.""]",5,6,apple snicker salad
Apple Spinach Salad,Green Salads,Green Salads,"[""2 cups baby spinach leaves"", ""1 medium apple, sliced"", ""2 tablespoons chopped celery"", ""2 tablespoons toasted PLANTERS Pecans, chopped"", ""2 tablespoons KRAFT LIGHT DONE RIGHT! House Italian Reduced Fat Dressing""]","[""Toss ingredients with dressing in large bowl.""]",5,1,apple spinach salad
Apple Walnut Salad with Cranberry Vinaigrette,Green Salads,Mixed Greens Salad,"[""\u00bd cup chopped walnuts"", ""\u00bc cup cranberries"", ""\u00bc cup balsamic vinegar"", ""1 cup red onion, chopped"", ""1 tablespoon white sugar"", ""1 tablespoon Dijon-style prepared mustard"", ""1 cup vegetable oil"", ""salt and pepper to taste"", ""10 cups mixed salad greens, rinsed and dried"", ""2 Red Delicious apples, cored and thinly sliced""]","[""Preheat the oven to 350 degrees F (175 degrees C). Spread the walnuts out on a baking sheet in a single layer. Bake for 8 to 10 minutes in the preheated oven, or until lightly toasted."", ""In a food processor, combine the cranberries, vinegar, onion, sugar, and mustard. Puree until smooth; gradually add oil, and season with salt and pepper."", ""In a salad bowl, toss together the greens, apples, and enough of the cranberry mixture to coat. Sprinkle with walnuts, and serve.""]",10,3,apple walnut salad with cranberry vinaigrette
"Apple, Pomegranate, and Pecan Salad",Green Salads,Spinach Salad,"[""\u00bd cup pomegranate juice"", ""1 tablespoon balsamic vinegar"", ""1 teaspoon Dijon mustard"", ""1 teaspoon honey"", ""\u00bc cup canola oil"", ""\u215b teaspoon salt"", ""\u215b teaspoon ground black pepper"", ""2 medium Granny Smith apples, cored and chopped"", ""1 (5 ounce) package baby spinach"", ""\u2154 cup pomegranate seeds"", ""\u2153 cup candied pecans"", ""\u00bc cup crumbled feta cheese""]","[""Combine pomegranate juice, balsamic vinegar, Dijon, and honey in the bowl of a food processor; pulse until combined. Keep the blade running and slowly pour canola oil in through the food chute until smooth. Add salt and pepper and set dressing aside."", ""Toss apples, spinach, pomegranate seeds, pecans, and feta cheese together in a large bowl. Drizzle dressing on top and toss until well combined.""]",12,2,apple pomegranate and pecan salad
"Apple, Raisin, and Carrot Slaw",Lunch,Salad Recipes,"[""1/3 cup yogurt (such as Icelandic Skyr"", ""1/3 cup light mayonnaise"", ""1 \u00bd tablespoons cider vinegar"", ""1 tablespoon poppy seeds"", ""1 teaspoon dijon mustard"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon black pepper"", ""5 cups cabbage"", ""1/3 cup carrot"", ""2 cups red apple"", ""1/2 cup golden raisins"", ""fresh parsley""]","[""Whisk yogurt, mayonnaise, vinegar, poppy seeds, mustard, salt, and pepper together in a large bowl. Stir in cabbage, carrot, apple, and raisins. Garnish with fresh parsley.""]",12,1,apple raisin and carrot slaw
Apple-Cranberry Salad,Crisps And Crumbles,Pear Crisps And Crumbles,"[""1 teaspoon stone-ground mustard"", ""2 tablespoons balsamic vinegar"", ""\u00bc cup olive oil"", ""1 apple, diced"", ""1 pear, diced"", ""\u00bc cup dried cranberries"", ""1 (10 ounce) package mixed baby greens"", ""\u00bc cup crumbled blue cheese"", ""2 tablespoons chopped walnuts""]","[""Whisk the mustard and vinegar together in a small bowl. Drizzle in the olive oil while whisking to create a dressing; set aside."", ""Place the apple, pear, cranberries, baby greens, blue cheese, and walnuts into a large salad bowl. Toss gently to mix, then pour on the dressing, and toss to coat.""]",9,2,apple cranberry salad
Apple-Fennel Salad,Fruit Salads,Apple Salad,"[""3 tablespoons mayonnaise"", ""2 tablespoons cider vinegar"", ""2 tablespoons fresh dill"", ""1/4 teaspoon salt"", ""1/4 teaspoon black pepper"", ""pinch pinch"", ""4 medium G ranny Smith apples, very thinly sliced or shaved"", ""1 medium bulb fennel, cored and shaved"", ""3 stalks celery, thinly sliced"", ""1/2 cup walnuts, toasted and chopped"", ""1/2 cup crumbled ricotta salata""]","[""Whisk together mayonnaise, vinegar, dill, salt, pepper, and sugar in a small bowl for the dressing."", ""Toss together apples, fennel, celery, walnuts, and ricotta salata in a very large bowl. Serve with dressing.""]",11,2,apple fennel salad
Apple-Grape Salad with Pecan-Crusted Goat Cheese,Fruit Salads,Apple Salad,"[""1 (8-ounce) log goat cheese, softened"", ""1 teaspoon herbes de Provence or Italian seasoning"", ""1 2/3 cups pecan pieces"", ""4 tablespoons butter"", ""1 1/4 teaspoons salt"", ""1 pound seedless red grapes"", ""1 medium onion, cut into thin wedges"", ""2 tablespoons white wine"", ""1 teaspoon fresh thyme"", ""1/2 cup extra virgin olive oil"", ""3 tablespoons white balsamic vinegar"", ""1 tablespoon Dijon mustard"", ""1 teaspoon honey"", ""1/2 teaspoon black pepper"", ""1 head red leaf or Bibb lettuce, torn into bite-sized pieces"", ""2 medium Red Delicious apples, thinly sliced""]","[""Stir together goat cheese and herbes de Provence in a small bowl. Roll into 2 (4-inch) logs. Chill, covered, until ready to use."", ""Cook pecan pieces, 2 tablespoons butter, and 1/2 teaspoon salt in a very large skillet over medium heat, stirring frequently, until pecans are toasted, about 5 minutes. Cool completely. Finely chop 1 cup pecans and spread in a shallow baking dish."", ""Slice each log into 6 slices. Roll slices in finely chopped pecans. Chill until ready to serve. (To serve goat cheese warm, see footnote below.)"", ""Wipe out skillet. Add grapes, onion, 1/4 teaspoon salt, and remaining 2 tablespoons butter. Cook over medium heat, stirring frequently, until onion is tender and grapes have started to blister, 5 to 7 minutes. Add wine and thyme. Simmer until wine is reduced and grapes are coated, about 1 minute."", ""For vinaigrette, put oil, vinegar, mustard, honey, pepper, and remaining 1/2 teaspoon salt in a screw-top jar. Cover and shake well."", ""Put lettuce in a large bowl. Drizzle 1/3 cup vinaigrette over lettuce, tossing to coat. Divide among 4 serving plates. Top with grapes, onion, apples, goat cheese, and remaining pecans. Serve with remaining dressing.""]",16,6,apple grape salad with pecan crusted goat cheese
Apricot Salad,Jell-O Salads,Jell-O Salads,"[""1 (6 ounce) package apricot flavored Jell-O\u00ae mix"", ""\u2154 cup white sugar"", ""\u2154 cup water"", ""2 (4 ounce) jars apricot baby food"", ""1 (20 ounce) can crushed pineapple with juice"", ""1 (8 ounce) package cream cheese, softened"", ""1 (14 ounce) can sweetened condensed milk"", ""\u2153 cup chopped pecans"", ""1 (8 ounce) container frozen whipped topping, thawed""]","[""In a small saucepan, combine gelatin, sugar and water. Bring to a boil and mix until dissolved. Remove from heat, add baby food and pineapple with juice. Stir, set aside to cool for 10 minutes."", ""In a small bowl, combine the cream cheese and sweetened condensed milk, mix together until smooth. Pour into fruit mixture and whisk together."", ""Stir in pecans and pour into a 9x13 inch pan. Refrigerate until chilled. Top with thawed whipped topping if desired. Sprinkle with pecans to decorate and cut into squares.""]",9,3,apricot salad
Armenian-Style Potato Salad,Chef John,Chef John'S Salads,"[""3 pounds Yukon Gold potatoes, peeled, quartered, and sliced into 1/4-inch pieces"", ""1 tablespoon kosher salt, or more to taste"", ""1 tablespoon dried mint, divided"", ""\u00bd cup mild olive oil, divided"", ""1 large red onion, diced"", ""\u00bd cup diced red bell pepper"", ""2 cloves garlic, minced"", ""\u2153 cup lemon juice, or more to taste"", ""\u00bd cup thinly sliced green onions"", ""\u00bc cup chopped fresh mint"", ""2 tablespoons chopped fresh Italian parsley"", ""\u00bc teaspoon freshly ground black pepper"", ""\u00bc teaspoon Aleppo chili flakes"", ""1 pinch cayenne pepper""]","[""Gather all ingredients."", ""Transfer sliced potatoes into a large pot with enough cold water to cover the potatoes by a couple of inches. Stir in 1 rounded tablespoon kosher salt and 2 \u00bd teaspoons dried mint. Bring to a boil over high heat. Reduce heat to medium and let cook until tender, about 15 minutes, checking every 5 to 6 minutes for doneness. Drain well."", ""Transfer cooked potatoes to a large mixing bowl and let cool slightly."", ""While potatoes cool, heat \u00bc cup olive oil in a skillet over medium-high heat. Add red onion, red bell pepper, garlic, and a pinch of salt; cook and stir for just 1 minute. Turn off the heat and stir in remaining dried mint."", ""Drizzle freshly squeezed lemon juice into potatoes and toss gently with a spatula. Add green onions, red onion mixture, remaining olive oil, fresh mint, fresh parsley, salt to taste, black pepper, chili flakes, and cayenne. Mix with a spatula until combined."", ""Cover with plastic wrap and refrigerate until chilled and flavors have melded, 3 to 4 hours."", ""Unwrap; stir, taste, and adjust seasonings as needed to personal tastes. The salad almost always needs more salt stirred in once it's tasted after being chilled. Serve.""]",14,7,armenian style potato salad
